"","ID","Gender","Education","Offences","IntRate","Income","DTI","LoanAmt","HistLen","Utilisation","Age","EmpStatus","HomeOwn","Purpose","default"
"3283",40215,"Male","No records",0,33.25,6445,0.58,2255,17.87,69.62,47.9,"Unemployed","Rent","Debt_consolidation",0
"2114",29092,"Male","Diploma",0,28.75,503862,1.79,1118638,0.65,11.92,23,"Self-employed","Rent","Other",1
"2854",35903,"Male","No records",0,22.75,1898737,1.57,4155737,38.88,127.29,71.1,"Self-employed","Own","Debt_consolidation",1
"3317",40452,"Male","Degree",0,30.25,4684,0.59,2027,8.23,31.96,32.6,"Unemployed","Rent","Home_improvement",1
"249",12353,"Female","Grade 12",0,18.75,426096,1.93,1261461,16.7,58.28,46,"Salaried","Rent","Vehicle",0
"2281",30658,"Female","Postgrad",0,25.25,1002429,2.55,1015643,34.79,113.97,65.6,"Self-employed","Rent","Other",1
"395",13673,"Male","Degree",0,25.25,3633351,1.89,4599862,36.28,118.13,67.1,"Self-employed","Rent","Other",1
"5881",63631,"Female","Postgrad",0,18.25,297620,1.88,456801,32.86,108.77,66.7,"Salaried","Mortgage","Home_improvement",0
"6248",66898,"Female","Grade 12",1,35,6822,0.55,22412,32.38,110.03,59.6,"Unemployed","Rent","Debt_consolidation",1
"1943",27400,"Male","Degree",2,21.75,222264,1.6,487079,37.27,124.27,60.2,"Contract","Mortgage","Home_improvement",1
"7687",79187,"Female","Diploma",0,35,3566,0.53,3041,30.68,101.98,57.9,"Unemployed","Rent","Other",1
"5093",56192,"Female","Grade 12",0,20.25,283622,1.99,831070,6.58,29.94,39.4,"Salaried","Rent","Vehicle",1
"8330",85243,"Male","Diploma",0,24.75,795004,1.63,2225869,38.1,125.44,71.8,"Contract","Mortgage","Debt_consolidation",1
"3811",44807,"Female","Diploma",2,16.75,358039,2.07,164942,9.96,37.46,37.7,"Salaried","Own","Debt_consolidation",0
"549",15111,"Female","Grade 12",0,18.25,462828,1.62,1483617,37.6,116.17,71.8,"Salaried","Mortgage","Home_improvement",0
"9649",96921,"Male","Diploma",2,19.25,543956,1.52,1931976,21.27,72.4,54.3,"Salaried","Own","Debt_consolidation",0
"9166",92483,"Male","Postgrad",0,25.25,2701742,1.4,6378018,36.58,117.74,69.9,"Self-employed","Rent","Other",1
"3946",45951,"Male","Degree",0,15.25,203045,1.97,75040,18.83,64.04,47.2,"Salaried","Mortgage","Vehicle",1
"8684",88262,"Male","Diploma",1,20.25,444794,1.47,1639790,36.78,116.54,65.3,"Salaried","Rent","Vehicle",1
"1018",19413,"Male","Degree",0,20.25,702033,1.06,1387043,26.16,84.81,61,"Salaried","Rent","Vehicle",0
"2534",32973,"Female","Diploma",0,16.75,131635,1.8,316742,7.86,28.67,41.5,"Salaried","Mortgage","Home_improvement",0
"837",17708,"Female","Postgrad",0,21.75,281076,1.48,694160,18.67,65.16,48.4,"Salaried","Rent","Other",0
"9371",94247,"Male","Diploma",0,15.25,76639,1.78,28671,9.2,33.73,34.3,"Salaried","Mortgage","Vehicle",0
"9575",96371,"Male","Postgrad",0,18.75,304947,1.79,272204,25.96,92.47,54.5,"Salaried","Rent","Vehicle",1
"4843",54112,"Male","Diploma",0,16.75,380657,1.42,628126,13.98,46.92,44.4,"Salaried","Mortgage","Home_improvement",0
"4346",49357,"Male","Grade 12",1,19.25,328139,1.32,895344,36.03,122.99,67.9,"Salaried","Mortgage","Vehicle",1
"6817",71843,"Female","Grade 12",0,16.75,115660,1.19,278674,12.39,50.53,42.6,"Salaried","Mortgage","Home_improvement",0
"2464",32262,"Female","Degree",0,18.75,319579,1.01,270870,11.23,44.08,39.4,"Salaried","Rent","Vehicle",0
"6333",67496,"Female","No records",0,19.25,502789,1.51,1468383,13.05,52.52,45,"Salaried","Own","Debt_consolidation",0
"2419",31880,"Male","Grade 12",2,19.25,659414,1.44,374640,19.43,68.33,53.3,"Salaried","Rent","Other",1
"5620",61331,"Male","No records",1,21.25,579160,1.54,1964926,28.6,96,51.3,"Contract","Mortgage","Vehicle",0
"1596",24536,"Male","Diploma",0,19.25,182464,1.74,455934,13.1,51.71,47.2,"Salaried","Own","Debt_consolidation",1
"7229",75128,"Female","Degree",0,17.75,339238,1.43,227243,16.93,60.51,42.6,"Salaried","Mortgage","Vehicle",0
"9549",96011,"Female","No records",1,20.25,339874,1.25,1290157,34.51,111.45,60.2,"Salaried","Rent","Vehicle",1
"9539",95915,"Male","Grade 12",0,21.75,564146,1.55,804076,7.26,30.81,40.8,"Salaried","Rent","Other",1
"6666",70646,"Female","Degree",0,32.25,2178,0.45,5157,10.37,39.84,41.5,"Unemployed","Rent","Debt_consolidation",0
"5910",63859,"Female","Degree",1,18.75,658540,1.35,1243136,33.04,106.01,57.2,"Salaried","Rent","Vehicle",1
"1385",22553,"Female","No records",0,15.25,321707,1.07,144291,19,70.89,43.2,"Salaried","Mortgage","Vehicle",0
"6327",67457,"Female","Grade 12",0,19.25,255588,1.91,708178,33.27,107.25,60.6,"Salaried","Mortgage","Vehicle",1
"7424",76754,"Male","Diploma",0,21.25,2371593,1.73,6888732,38.65,129.13,71.8,"Self-employed","Mortgage","Vehicle",1
"7502",77500,"Male","Grade 12",2,25.75,1516286,1.73,3833150,0.92,11.15,28.9,"Contract","Rent","Vehicle",0
"5052",55839,"Male","Grade 12",2,20.25,504870,1.95,1554170,36.7,120.36,65.2,"Salaried","Rent","Vehicle",1
"8641",87905,"Male","Diploma",0,21.25,1845262,2.01,2752838,6.55,32.72,39.2,"Self-employed","Mortgage","Vehicle",1
"7857",80775,"Female","Diploma",0,19.25,866653,1.4,889248,32.35,110.17,67.2,"Salaried","Mortgage","Vehicle",1
"6227",66762,"Female","Degree",0,17.75,448673,1.42,1395218,8.15,33.4,34.4,"Salaried","Mortgage","Vehicle",0
"8383",85678,"Male","Grade 12",2,23.75,564280,2.14,1616425,24.26,79.67,59,"Self-employed","Rent","Other",1
"7209",74966,"Female","Grade 12",1,19.25,184770,0.84,350248,26.53,93.7,49.7,"Salaried","Own","Debt_consolidation",0
"2822",35586,"Female","Grade 12",0,21.75,410166,1.1,1457507,14.03,52.83,39.3,"Salaried","Rent","Other",1
"5192",57289,"Female","Degree",0,21.75,252998,1.51,443476,34.89,111.39,58.9,"Self-employed","Mortgage","Debt_consolidation",1
"8543",87019,"Female","No records",1,28.75,1099938,1.41,3635006,0.03,5.97,31.8,"Contract","Rent","Other",0
"5273",57997,"Male","Diploma",2,18.75,376165,1.16,392563,21.01,75.98,48.2,"Salaried","Rent","Vehicle",0
"7656",78925,"Male","Grade 12",2,21.75,2695813,2.05,7730070,8.12,35.86,31.1,"Self-employed","Mortgage","Debt_consolidation",0
"4694",52743,"Female","Grade 12",1,25.25,679678,1.82,2204470,36.52,115.65,59.8,"Contract","Rent","Other",1
"402",13735,"Male","Diploma",0,35,5665,0.58,11042,21.8,76.99,47.5,"Unemployed","Rent","Debt_consolidation",0
"8875",89939,"Female","No records",1,17.75,533215,0.84,1826686,17.87,68.15,51.9,"Salaried","Mortgage","Vehicle",0
"9447",94931,"Male","Grade 12",0,23.25,2001441,1.27,3513241,5.67,22.94,28.9,"Self-employed","Mortgage","Debt_consolidation",0
"3555",42569,"Male","Grade 12",0,17.75,451690,1.55,557407,19.36,70.1,53,"Salaried","Mortgage","Vehicle",0
"7484",77300,"Male","Grade 12",1,33.75,7688,0.66,25207,26.44,87.55,50.1,"Unemployed","Rent","Vehicle",0
"2200",29894,"Female","Grade 12",0,18.75,547212,1.84,990608,12.07,46.77,46.1,"Salaried","Rent","Vehicle",1
"7123",74331,"Male","Grade 12",0,17.25,1776494,1.28,819190,11.66,39.23,44.4,"Self-employed","Mortgage","Vehicle",0
"5347",58594,"Male","Diploma",1,16.75,786405,1.67,907301,24.6,87.51,54.5,"Salaried","Mortgage","Home_improvement",0
"4046",46698,"Male","Degree",0,21.75,303610,1.92,880541,21.01,75.22,45.5,"Salaried","Rent","Other",0
"2964",37183,"Male","Grade 12",0,15.25,336128,1.22,211539,30.28,101.22,54.6,"Salaried","Mortgage","Vehicle",0
"9724",97638,"Male","Diploma",1,27.25,1783267,1.12,4992803,0.14,14.01,28.1,"Self-employed","Rent","Other",0
"536",15017,"Female","No records",0,19.25,321035,1.72,799252,18.94,67.77,52.1,"Salaried","Own","Debt_consolidation",1
"9752",97843,"Female","Postgrad",0,17.75,705766,1.04,2368650,15.46,52.83,42.5,"Salaried","Mortgage","Vehicle",1
"1415",22774,"Female","Grade 12",0,21.25,383478,1.53,1283788,10.22,43.71,34.6,"Contract","Mortgage","Vehicle",1
"3293",40268,"Female","Degree",0,35,6831,0.6,8696,34.14,114.82,64.8,"Unemployed","Rent","Other",0
"9316",93910,"Female","No records",0,25.25,617312,1.75,955806,0.59,9.34,23.7,"Contract","Mortgage","Home_improvement",1
"9041",91362,"Female","No records",1,22.75,278603,1.64,456867,1.79,15.67,24,"Salaried","Mortgage","Vehicle",0
"3189",39256,"Male","Grade 12",2,19.25,411238,0.69,1074987,23.69,86.19,56.3,"Salaried","Own","Debt_consolidation",0
"9670",97155,"Male","Diploma",3,18.25,194280,1.91,372269,37.29,119.09,68.7,"Salaried","Mortgage","Home_improvement",0
"6134",65972,"Male","Grade 12",0,20.25,371721,1.46,1067496,32.07,106.58,62,"Salaried","Rent","Vehicle",1
"841",17762,"Female","Grade 12",1,21.75,615569,1.36,1684035,7.84,28.32,33.7,"Salaried","Rent","Other",1
"8112",83178,"Male","No records",0,16.75,247766,1.87,477410,10.76,42.65,42.8,"Salaried","Mortgage","Home_improvement",0
"5729",62298,"Female","Grade 12",2,24.75,988658,1.89,2579018,33.64,107.99,67.4,"Contract","Mortgage","Debt_consolidation",1
"9205",92814,"Female","Grade 12",0,18.25,464934,1.35,523772,5.02,21.55,29.8,"Salaried","Mortgage","Home_improvement",0
"5566",60724,"Male","No records",0,16.75,346703,1.83,163061,4.61,27.29,27.2,"Salaried","Mortgage","Vehicle",0
"3405",41270,"Female","Diploma",3,18.75,426008,0.99,1001435,11.53,47.05,42.1,"Salaried","Rent","Vehicle",0
"493",14603,"Male","Postgrad",0,23.25,268984,1.27,712552,3.2,21.5,25.5,"Salaried","Rent","Other",0
"5387",58923,"Female","Diploma",0,21.75,304608,2.14,933511,28.75,94.59,60,"Salaried","Rent","Other",1
"5706",62052,"Male","Grade 12",0,22.25,259966,1.5,237793,2.85,16.88,31.5,"Salaried","Rent","Vehicle",0
"2790",35339,"Female","No records",2,22.75,761991,1.58,589944,8.88,35.41,36.7,"Contract","Own","Debt_consolidation",0
"3856",45205,"Male","Degree",0,21.25,1119708,1.63,853170,32.33,108.81,63.5,"Self-employed","Mortgage","Vehicle",1
"5299",58238,"Male","Degree",1,21.75,2357264,2.25,1703683,25.75,85.99,52.5,"Self-employed","Mortgage","Debt_consolidation",1
"4733",53054,"Female","Grade 12",0,18.25,382914,1.57,1053181,35.11,118.01,65.2,"Salaried","Mortgage","Home_improvement",1
"2781",35287,"Female","Degree",0,33.25,4520,0.53,2489,15.58,56.1,44.1,"Unemployed","Rent","Debt_consolidation",1
"6930",72750,"Male","Grade 12",0,35,7416,0.54,27477,20.74,72.24,48.3,"Unemployed","Rent","Debt_consolidation",0
"2192",29802,"Female","Diploma",1,20.25,533148,1.17,1473169,35.87,117.34,62.6,"Salaried","Rent","Vehicle",1
"9579",96393,"Female","Grade 12",0,34.75,7983,0.56,7500,28.17,94,51.9,"Unemployed","Mortgage","Debt_consolidation",1
"6162",66242,"Female","Postgrad",0,16.75,495179,1.82,1774107,17.3,63.71,40.4,"Salaried","Mortgage","Home_improvement",0
"1849",26632,"Female","Grade 12",0,18.75,460129,1.62,1034316,30.29,98.44,57.6,"Salaried","Rent","Vehicle",1
"5177",57157,"Female","Degree",1,17.75,181661,1.22,142599,24.95,79.78,57,"Salaried","Mortgage","Vehicle",0
"4029",46545,"Male","No records",0,18.75,204033,1.55,400401,13.28,46.16,35.3,"Salaried","Rent","Vehicle",0
"3176",39160,"Male","Postgrad",0,25.25,925425,2.1,1802565,37.42,120.52,63.4,"Self-employed","Rent","Other",1
"7817",80484,"Male","Diploma",1,22.75,637326,1.2,501216,38.06,125.31,64.6,"Contract","Mortgage","Vehicle",1
"9636",96814,"Female","No records",0,23.25,1012872,1.77,3104084,30.21,102.11,58.4,"Contract","Mortgage","Debt_consolidation",1
"6030",65031,"Male","Degree",2,19.75,1807438,2.12,5527314,17.67,64.12,40.4,"Self-employed","Mortgage","Vehicle",1
"3470",41814,"Male","Grade 12",2,20.75,195430,1.75,215856,38.22,124.74,67.4,"Salaried","Own","Debt_consolidation",0
"4005",46343,"Male","Postgrad",0,19.25,757326,1.86,1166944,17.07,61.39,39.5,"Salaried","Own","Debt_consolidation",0
"8504",86640,"Male","Grade 12",1,21.75,2632097,1.67,9243022,18.57,63.54,52.9,"Self-employed","Mortgage","Debt_consolidation",0
"240",12258,"Male","Grade 12",0,23.25,1860356,1.81,5684502,35.4,116.31,60.6,"Self-employed","Mortgage","Debt_consolidation",1
"1084",19959,"Male","Diploma",0,19.25,392557,1.48,824363,35.32,119.95,61.6,"Salaried","Mortgage","Vehicle",1
"4897",54599,"Female","Postgrad",1,18.75,391204,1.52,541262,12.72,48.59,36.9,"Salaried","Rent","Vehicle",0
"5732",62325,"Female","Diploma",4,21.75,1127038,1.84,2084168,15.01,47.72,49.7,"Self-employed","Mortgage","Debt_consolidation",0
"239",12249,"Female","Diploma",0,29.25,5470,0.41,2379,3.08,16.9,36.2,"Unemployed","Rent","Vehicle",0
"4632",52129,"Female","Diploma",0,17.75,377720,1.88,269161,25.02,77.04,47.2,"Salaried","Mortgage","Vehicle",0
"1289",21719,"Female","Grade 12",1,23.75,1169221,2.32,3192332,0.14,9.29,23.8,"Self-employed","Mortgage","Home_improvement",0
"887",18177,"Male","Postgrad",1,16.75,450778,1.37,980783,22.55,76.27,47.3,"Salaried","Mortgage","Home_improvement",0
"5425",59244,"Male","No records",2,21.75,808446,1.92,1560621,10.47,42.72,39.2,"Salaried","Rent","Other",0
"6046",65193,"Male","Grade 12",1,18.25,363776,1.19,625138,27.6,92.02,60.8,"Salaried","Mortgage","Home_improvement",1
"3530",42279,"Female","Postgrad",0,19.25,2179155,1.45,1011717,24.5,81.49,54.8,"Self-employed","Mortgage","Debt_consolidation",0
"9192",92723,"Female","No records",2,18.25,291504,1.64,1075409,5.83,27.09,28.7,"Salaried","Mortgage","Home_improvement",1
"7211",74978,"Male","Grade 12",2,21.25,200847,1.82,573452,2.2,18.5,26.5,"Salaried","Mortgage","Vehicle",1
"4608",51937,"Female","No records",0,20.25,276484,1.18,857852,37.53,121.96,66,"Salaried","Rent","Vehicle",0
"7937",81505,"Male","No records",0,35,5618,0.49,16714,30.09,97.61,64.6,"Unemployed","Mortgage","Debt_consolidation",1
"3010",37619,"Female","Grade 12",0,16.75,328761,1.65,1085766,14.38,59.77,46,"Salaried","Mortgage","Home_improvement",0
"4641",52216,"Female","Degree",2,17.75,180385,1.38,446959,15.01,55.02,43.3,"Salaried","Mortgage","Vehicle",1
"8105",83123,"Male","Postgrad",0,22.25,422095,1.88,819231,23.59,83.3,48.8,"Contract","Rent","Vehicle",1
"7157",74612,"Male","Postgrad",0,21.75,211048,1.63,492344,22.73,78.35,48.9,"Salaried","Rent","Other",1
"8083",82984,"Male","Diploma",1,18.25,127647,1.61,454741,27.61,95.77,60.4,"Salaried","Mortgage","Home_improvement",0
"6353",67705,"Female","Degree",0,19.75,410153.5,1.45,2745492,1.11,15.59,33.7,"Self-employed","Mortgage","Home_improvement",0
"5243",57775,"Female","Diploma",3,23.25,477735,1.1,475607,31.73,106.87,64.9,"Salaried","Rent","Other",0
"654",15946,"Male","Grade 12",0,21.25,313263,1.32,281023,1.04,15.62,33.3,"Salaried","Mortgage","Vehicle",0
"4682",52590,"Male","Diploma",0,33.25,2419,0.48,1131,10.59,46.95,36.7,"Unemployed","Rent","Debt_consolidation",0
"4544",51267,"Female","Grade 12",2,18.75,245251,1.19,432960,11.37,47.62,37.2,"Salaried","Rent","Vehicle",0
"6129",65927,"Male","No records",1,22.25,754431,1.02,2764921,0.69,8.28,30,"Salaried","Rent","Vehicle",0
"8436",86118,"Male","Degree",2,17.75,307981,1.32,239330,19.36,66.43,43.7,"Salaried","Mortgage","Vehicle",0
"8998",91032,"Female","Grade 12",0,20.75,314991,2.05,453419,32.65,105.47,62.6,"Salaried","Own","Debt_consolidation",1
"9256",93374,"Male","No records",0,22.25,1627065,2.36,2648561,21.96,73.53,55.9,"Contract","Rent","Vehicle",1
"8191",83905,"Male","Grade 12",2,21.75,848941,1.98,2043805,12.37,48.99,38.7,"Self-employed","Mortgage","Debt_consolidation",1
"7778",80131,"Male","No records",0,23.75,1732703,1.56,3175224,22,76.33,50,"Self-employed","Rent","Other",0
"6499",69017,"Male","Grade 12",0,31.25,6142,0.23,9668,37.55,120.75,71.8,"Unemployed","Rent","Debt_consolidation",0
"6651",70550,"Female","Degree",0,25.25,956877,2.19,3132450,30.56,102.21,64.4,"Self-employed","Rent","Other",1
"8442",86164,"Male","Diploma",0,17.75,470322,1.04,949406,22.51,76.07,45.7,"Salaried","Mortgage","Vehicle",0
"7716",79484,"Female","Diploma",1,19.25,620205,1.54,1480996,4.03,21.73,28.5,"Salaried","Mortgage","Vehicle",0
"9845",98576,"Male","Grade 12",0,21.25,841755,1.86,525624,33.85,103.54,66.6,"Contract","Rent","Vehicle",0
"3812",44817,"Female","Grade 12",0,16.75,782270,1.38,1496321,15.57,60.77,45.5,"Salaried","Mortgage","Home_improvement",0
"9903",99121,"Male","No records",0,18.25,327820,1.96,319114,38.48,125.49,62.2,"Salaried","Mortgage","Home_improvement",1
"8698",88424,"Male","No records",1,18.25,405592,1.41,618195,5.89,26.9,40.1,"Salaried","Mortgage","Home_improvement",0
"7821",80550,"Female","Grade 12",0,18.25,439316,1.25,446134,37.16,124.27,68.3,"Salaried","Mortgage","Home_improvement",0
"2871",36168,"Female","Diploma",2,23.25,839561,2.35,1880818,17.89,68.93,48.3,"Contract","Mortgage","Debt_consolidation",1
"8736",88723,"Male","Grade 12",1,23.75,2575883,2,4739509,14.75,55.24,46.5,"Self-employed","Rent","Other",0
"8129",83336,"Male","Grade 12",1,18.75,202014,1.5,326830,29.47,91.43,51.7,"Salaried","Rent","Vehicle",1
"2256",30461,"Male","Grade 12",0,35,2391,0.59,5386,18.24,68.74,48.4,"Unemployed","Rent","Debt_consolidation",1
"4640",52213,"Female","Grade 12",0,20.25,326487,1.49,876647,31.93,104.81,63.3,"Salaried","Rent","Vehicle",0
"7394",76446,"Male","Diploma",0,14.25,410238,1.86,242983,14.98,52.44,38.2,"Salaried","Mortgage","Home_improvement",0
"7586",78172,"Female","Postgrad",0,28.75,1542646,1.99,5000521,0.05,9.17,24.1,"Self-employed","Rent","Other",0
"8487",86497,"Female","Diploma",0,18.75,143947,1.65,475774,9.55,39.44,41.9,"Salaried","Rent","Vehicle",1
"2480",32391,"Female","Diploma",0,25.25,1814831,2.15,3152995,5.86,27.03,31.2,"Self-employed","Rent","Other",1
"6828",71956,"Female","Diploma",0,24.75,548670,1.95,909449,0.37,18.05,32.2,"Self-employed","Own","Debt_consolidation",0
"9514",95694,"Male","Grade 12",1,20.25,291604,1.14,273143,37.59,122.74,61.6,"Salaried","Rent","Vehicle",0
"5837",63284,"Female","Diploma",0,20.75,217823,1.65,167245,5.21,23.52,34.3,"Salaried","Own","Debt_consolidation",0
"4861",54299,"Female","Degree",1,23.75,2084135,2.35,4059190,16.43,57.22,43,"Self-employed","Rent","Other",0
"1867",26775,"Male","No records",1,17.75,644510,1.34,2096710,21.61,75.23,55.6,"Salaried","Mortgage","Vehicle",0
"7010",73482,"Female","Diploma",0,17.75,268699,1.2,447797,24.01,77.87,49.7,"Salaried","Mortgage","Vehicle",0
"8622",87674,"Female","Diploma",1,15.25,302746,1.16,93166,11.71,42.63,37.3,"Salaried","Own","Debt_consolidation",0
"9582",96417,"Male","Grade 12",0,16.75,353698,1.25,222883,6.35,32.09,38.1,"Salaried","Mortgage","Vehicle",1
"8066",82806,"Female","Grade 12",2,16.25,966287,2,301658,33.19,107.44,59.5,"Contract","Mortgage","Home_improvement",1
"6654",70591,"Female","No records",2,17.25,2066271,1.39,638321,38.19,123.97,65.6,"Self-employed","Mortgage","Vehicle",1
"8962",90594,"Male","No records",0,35,4023,0.52,6877,4.53,24.48,35,"Unemployed","Rent","Debt_consolidation",0
"1208",20908,"Male","Postgrad",0,19.25,244697,1.57,799489,36.95,121.12,64.7,"Salaried","Mortgage","Vehicle",1
"5876",63581,"Male","Diploma",0,35,5827,0.55,11131,17.66,65.32,45.2,"Unemployed","Rent","Debt_consolidation",1
"3501",42022,"Male","No records",1,20.25,479375,1.44,420987,4.05,24.94,30.7,"Salaried","Rent","Vehicle",0
"386",13602,"Female","Grade 12",1,19.25,305239,1.7,971846,25.91,86.6,60.2,"Salaried","Mortgage","Vehicle",1
"2472",32324,"Female","Grade 12",0,22.75,517612,1.43,1243861,1.51,11.17,34.5,"Salaried","Own","Debt_consolidation",0
"9158",92411,"Female","No records",1,18.75,139158,1.48,185389,14.9,52.95,38.3,"Salaried","Rent","Vehicle",0
"7181",74757,"Female","No records",1,19.25,156263,1.47,449033,30.57,101.65,62.1,"Salaried","Mortgage","Vehicle",1
"4452",50394,"Female","No records",0,18.25,448486,0.86,1191775,34.42,109.7,60.1,"Salaried","Mortgage","Home_improvement",1
"6498",69013,"Female","Postgrad",1,15.25,391886,1.26,171333,18.23,69.11,45.2,"Salaried","Mortgage","Vehicle",0
"1245",21292,"Male","Grade 12",0,22.75,305164,2.01,638119,28.82,102.92,61.9,"Contract","Mortgage","Vehicle",1
"4032",46557,"Male","Degree",0,18.25,413923,1.7,719794,5.36,23.77,28.3,"Salaried","Mortgage","Home_improvement",1
"2412",31846,"Male","Degree",1,17.75,661675,1.4,2420920,29.11,97.86,58.1,"Salaried","Mortgage","Vehicle",1
"2375",31582,"Male","Degree",2,35,6580,0.6,17324,22.88,75.32,48.6,"Unemployed","Rent","Debt_consolidation",0
"3734",44019,"Male","Postgrad",0,19.25,441283,1.91,392732,39.31,127.63,73.1,"Salaried","Mortgage","Vehicle",1
"8268",84651,"Male","Grade 12",0,16.75,332274,1.84,115616,34.09,110.93,68.6,"Salaried","Mortgage","Vehicle",0
"3211",39498,"Female","No records",2,35,5094,0.59,8423,30.31,98.57,52.4,"Unemployed","Rent","Debt_consolidation",1
"9815",98391,"Female","Diploma",0,19.25,512900,1.78,614486,27.52,89.5,51.5,"Salaried","Own","Debt_consolidation",1
"9714",97518,"Female","Grade 12",1,19.75,1953560,2.06,5043413,17.87,63.08,46.8,"Self-employed","Mortgage","Vehicle",1
